name,tags
The Stronghold Collection,"City Builder,Real Time Tactics,Colony Sim,Medieval,Sandbox,Building,Economy,Management,War,Military,Base Building,Strategy,RTS,Real-Time,Isometric,Top-Down,Historical,Open World,Simulation,Resource Management,+"
Counter-Strike,"Action,FPS,Multiplayer,Shooter,Classic,Team-Based,First-Person,Competitive,Tactical,1990's,eSports,PvP,Old School,Military,Strategy,Survival,Score Attack,1980s,Assassin,Nostalgia,+"
Car For Sale Simulator 2023,"Immersive Sim,Driving,Trading,FPS,Automobile Sim,Life Sim,Simulation,3D,First-Person,Open World,Conversation,Realistic,Family Friendly,Cinematic,America,Modern,Singleplayer,Inventory Management,Early Access,Indie,+"
Need for Drive - Open World Multiplayer Racing,"Racing,Sports,Driving,Automobile Sim,Management,Open World,Cute,Funny,Multiple Endings,Simulation,Third Person,Casual,Family Friendly,Realistic,Atmospheric,Comedy,Multiplayer,Old School,Massively Multiplayer,Singleplayer,+"
M.A.R.S.,"Third-Person Shooter,PvE,PvP,Competitive,Shooter,Character Customization,Female Protagonist,Third Person,Horror,3D,Mechs,Post-apocalyptic,Vehicular Combat,Dinosaurs,Action,Casual,Zombies,Military,Sci-fi,Space,+"
Crysis 3 Remastered,"Action,FPS,Shooter,Aliens,Hero Shooter,Sci-fi,Post-apocalyptic,First-Person,Dystopian,Sandbox,Futuristic,Shoot 'Em Up,War,Combat,Physics,PvE,Stealth,Singleplayer,Story Rich,Violent,+"
Stronghold Crusader HD,"Real Time Tactics,City Builder,Colony Sim,Medieval,Building,Base Building,Sandbox,War,Management,Military,Economy,RTS,Real-Time,Strategy,Isometric,Open World,Resource Management,Historical,2D,Simulation,+"
CASE 2: Animatronics Survival,"Horror,FPS,Robots,Stealth,PvP,Psychological Horror,Action-Adventure,First-Person,Difficult,Story Rich,Simulation,Action,Multiplayer,Atmospheric,Survival Horror,Supernatural,Co-op,Adventure,Singleplayer,Massively Multiplayer,+"
TRAHA Global,"Combat,MMORPG,RPG,Action,Co-op,PvP,PvE,Character Customization,Open World,Party-Based RPG,Action RPG,Action-Adventure,3D,Multiplayer,Online Co-Op,Third Person,Colorful,Cinematic,War,Lore-Rich,+"
My Klutzy Cupid,"Visual Novel,Story Rich,Casual,Comedy,Romance,Colorful,Adventure,Cute,Choices Matter,Multiple Endings,Emotional,Fantasy,Funny,Anime,Singleplayer,+"
Yet Another Zombie Survivors,"Action Roguelike,RPG,Bullet Hell,Roguelite,Zombies,3D,Horror,Team-Based,Casual,Controller,Isometric,Action,Early Access,Score Attack,Survival,Singleplayer,Dark,Modern,Post-apocalyptic,Cyberpunk,+"
Dark Deception,"Horror,Free to Play,First-Person,Multiplayer,Singleplayer,Psychological Horror,Runner,Indie,Survival Horror,Action,Dark Humor,Adventure,Survival,Story Rich,Arcade,RPG,Multiple Endings,Cinematic,Difficult,Dark,+"
SnowRunner - Rezvani Hercules,"Adventure,Simulation,+"
Paint the Town Red,"Gore,Action,Blood,Fighting,Violent,Multiplayer,First-Person,Roguelike,Physics,Funny,Roguelite,Voxel,Beat 'em up,Singleplayer,Indie,FPS,Mature,Adventure,Difficult,Arcade,+"
Lords Mobile,"Free to Play,Strategy,Massively Multiplayer,Gore,Anime,War,RPG,Multiplayer,LGBTQ+,NSFW,Memes,Illuminati,RTS,Casual,Family Friendly,Mature,MMORPG,Female Protagonist,World War II,Dating Sim,+"
Magicka 2,"Magic,Co-op,Adventure,Multiplayer,Comedy,Action,Online Co-Op,Funny,Local Co-Op,RPG,Atmospheric,Team-Based,PvP,Fantasy,Open World,Local Multiplayer,Singleplayer,Gore,Memes,Isometric,+"
Warhammer: End Times - Vermintide,"Action,Online Co-Op,Co-op,Dark Fantasy,First-Person,Gore,Games Workshop,Multiplayer,FPS,Fantasy,Hack and Slash,Atmospheric,Action RPG,Survival,RPG,Adventure,Singleplayer,Indie,Horror,Female Protagonist,+"
Sally Face - Season Pass,"Indie,Adventure,Story Rich,Psychological Horror,Horror,Puzzle,Singleplayer,Atmospheric,Great Soundtrack,Dark,Narrative,+"
BeamNG.drive,"Simulation,Driving,Physics,Destruction,Realistic,Automobile Sim,Open World,Sandbox,Racing,Moddable,Singleplayer,Multiplayer,Early Access,First-Person,Third Person,Exploration,Funny,Action,Adventure,Flight,+"
Combat Mission Shock Force 2,"Simulation,Strategy,RTS,Wargame,Turn-Based Strategy,Turn-Based Tactics,3D,Military,Alternate History,Historical,Tactical,Tanks,War,PvP,Artificial Intelligence,Turn-Based Combat,Multiplayer,Singleplayer,Local Multiplayer,Combat,+"
Xenonauts 2,"Strategy,RPG,Turn-Based Strategy,Turn-Based Tactics,Turn-Based,Action,Simulation,Adventure,Sci-fi,Survival,Open World,Story Rich,Dark Fantasy,Singleplayer,City Builder,Tactical,Turn-Based Combat,War,Grand Strategy,Early Access,+"
Phasmophobia,"Horror,Online Co-Op,Multiplayer,Psychological Horror,Co-op,VR,Supernatural,First-Person,Investigation,Dark,Demons,Mystery,Detective,Early Access,3D,Thriller,Indie,Action,Tactical,Lovecraftian,+"
Jagged Alliance 3,"Strategy,Tactical,Turn-Based Tactics,RPG,Turn-Based Strategy,Turn-Based Combat,Tactical RPG,Singleplayer,Strategy RPG,Co-op Campaign,Action,Loot,3D,Isometric,Classic,Turn-Based,+"
Punch Club 2: Fast Forward,"Time Management,Martial Arts,Resource Management,Adventure,Cyberpunk,Management,Sports,Pixel Graphics,Tactical RPG,Strategy RPG,Turn-Based Tactics,Nostalgia,RPG,1980s,1990's,Life Sim,Funny,Arcade,Combat,Retro,+"
BattleBit Remastered,"FPS,Shooter,Multiplayer,Destruction,Massively Multiplayer,Military,PvP,Action,War,First-Person,Tactical,Team-Based,Combat,Class-Based,Character Customization,Early Access,Gun Customization,3D,Voxel,Indie,+"
Remnant II,"Action,Adventure,Souls-like,RPG,Dark,Action-Adventure,Shooter,Third-Person Shooter,Post-apocalyptic,Combat,Third Person,Atmospheric,Horror,Co-op,Controller,PvE,Multiplayer,Online Co-Op,Singleplayer,Gore,+"
Team Fortress 2,"Free to Play,Hero Shooter,Multiplayer,FPS,Shooter,Action,Class-Based,Team-Based,Funny,First-Person,Online Co-Op,Competitive,Cartoony,Trading,Co-op,Comedy,Robots,Tactical,Cartoon,Crafting,+"
PUBG: BATTLEGROUNDS,"Survival,Shooter,Battle Royale,Multiplayer,FPS,PvP,Third-Person Shooter,Action,Online Co-Op,Tactical,Co-op,First-Person,Strategy,Early Access,Competitive,Third Person,Team-Based,Difficult,Simulation,Stealth,+"
SnowRunner,"Simulation,Automobile Sim,Adventure,Exploration,Sandbox,Realistic,Driving,First-Person,Open World,Third Person,Multiplayer,Immersive Sim,Atmospheric,Racing,Snow,Nature,Physics,ATV,PvE,Team-Based,+"
Dota 2,"Free to Play,MOBA,Multiplayer,Strategy,eSports,Team-Based,Competitive,Action,Online Co-Op,PvP,Difficult,Co-op,RTS,Tower Defense,RPG,Fantasy,Character Customization,Replay Value,Action RPG,Simulation,+"
Baldur's Gate 3,"Early Access,RPG,Choices Matter,Character Customization,Story Rich,CRPG,Fantasy,Co-op Campaign,Romance,Class-Based,Dark Fantasy,Turn-Based Combat,PvE,Narration,Combat,Stealth,Crafting,Dungeons & Dragons,Isometric,Team-Based,+"
Crusader Kings III: Fate of Iberia,"Strategy,RPG,Simulation,+"
Warhammer: Vermintide 2 - Sister of the Thorn,"Action,Indie,Violent,Gore,+"
TyranoBuilder Visual Novel Studio,"Visual Novel,Game Development,Software,Utilities,Anime,+"
THE LONGING,"Walking Simulator,Point & Click,Choose Your Own Adventure,Idler,2D,Underground,Multiple Endings,Exploration,Choices Matter,Atmospheric,Hand-drawn,RPG,Story Rich,Puzzle,Mystery,Singleplayer,Dark,Adventure,Indie,Experimental,+"
Workers & Resources: Soviet Republic,"City Builder,Economy,Strategy,Simulation,Building,Management,Early Access,Political Sim,Trains,Indie,Cold War,Transportation,Politics,Historical,Political,Realistic,Singleplayer,Choices Matter,Resource Management,Multiple Endings,+"
Crypt of the NecroDancer,"Rhythm,Roguelike,Perma Death,Mystery Dungeon,Dungeon Crawler,Difficult,Action Roguelike,Female Protagonist,Roguelite,Grid-Based Movement,Music-Based Procedural Generation,Pixel Graphics,2D,Hack and Slash,Procedural Generation,Top-Down,Magic,RPG,Fantasy,Action,+"
We Were Here Together,"Story Rich,Online Co-Op,Co-op Campaign,Puzzle,Escape Room,Exploration,Adventure,Linear,Action-Adventure,Co-op,Multiplayer,Horror,Investigation,Mystery,First-Person,Atmospheric,Psychological Horror,Dark,Casual,Indie,+"
Who's Your Daddy?!,"Funny,Multiplayer,First-Person,Comedy,Simulation,Online Co-Op,Strategy,Dark Humor,Co-op,Casual,Indie,Split Screen,Action,Early Access,Difficult,Survival,Third Person,Sandbox,Adventure,Singleplayer,+"
Unity of Command II,"Strategy,World War II,Simulation,Indie,Turn-Based,Wargame,Grand Strategy,Turn-Based Strategy,Military,Hex Grid,War,Turn-Based Combat,Historical,Singleplayer,Turn-Based Tactics,Alternate History,Tactical,Action,Multiplayer,+"
Deep Rock Galactic - MegaCorp Pack,"Action,Indie,+"
DRAGON BALL XENOVERSE,"Anime,Fighting,Action,Character Customization,Multiplayer,Co-op,Adventure,Singleplayer,RPG,Online Co-Op,Third Person,Fantasy,Dragons,Beat 'em up,Controller,Open World,Action RPG,Funny,Fast-Paced,Local Co-Op,+"
"Warhammer 40,000: Gladius - T'au","Strategy,Warhammer 40K,+"
SMASH LEGENDS,"Multiplayer,Free to Play,PvP,MOBA,Fighting,Character Action Game,3D Fighter,Anime,Cute,Action,Casual,Cartoony,Colorful,Fantasy,Online Co-Op,Magic,Sci-fi,Combat,3D,Co-op,+"
Manifold Garden,"Puzzle,Surreal,Abstract,First-Person,Exploration,Puzzle Platformer,Experimental,Psychedelic,Atmospheric,Philosophical,Difficult,Minimalist,Nonlinear,Relaxing,Indie,Mystery,Singleplayer,Adventure,Colorful,Multiple Endings,+"
Sins of a Solar Empire®: Rebellion,"Real Time Tactics,Space Sim,4X,RTS,Grand Strategy,Wargame,PvP,Strategy,PvE,Real-Time,Base Building,Tactical,3D,Third Person,Space,Vehicular Combat,Exploration,Pirates,Sci-fi,Military,+"
The Complex: Expedition,"Horror,Exploration,Realistic,Story Rich,Singleplayer,Action,Mystery,Psychological Horror,Adventure,Simulation,Cinematic,Immersive Sim,First-Person,3D,1990's,Atmospheric,Thriller,America,Open World,Early Access,+"
Solasta: Crown of the Magister - Lost Valley,"RPG,Strategy,Adventure,Indie,Fantasy,Class-Based,Choices Matter,Dungeons & Dragons,Singleplayer,Turn-Based Combat,Character Customization,Top-Down,Turn-Based Strategy,Story Rich,Tactical,Team-Based,CRPG,Tactical RPG,Turn-Based Tactics,Co-op Campaign,+"
Super Animal Royale,"Battle Royale,Free to Play,Cute,Multiplayer,Casual,Online Co-Op,Funny,Shooter,Massively Multiplayer,Character Customization,Co-op,Top-Down Shooter,Indie,Action,PvP,Lore-Rich,Family Friendly,Survival,Colorful,Adventure,+"
Holdfast: Nations At War,"Historical,Multiplayer,War,Strategy,Military,Massively Multiplayer,Action,Simulation,FPS,Naval,Team-Based,Shooter,Tactical,Third-Person Shooter,First-Person,Indie,Moddable,Naval Combat,Wargame,Third Person,+"
Embr,"Action,Simulation,Strategy,Casual,Co-op,Multiplayer,Co-op Campaign,Funny,Singleplayer,Indie,Online Co-Op,First-Person,Replay Value,Controller,Colorful,Character Customization,Cartoony,Early Access,Stylized,3D,+"
Beat Cop,"Pixel Graphics,Indie,Retro,Adventure,Simulation,1980s,Crime,Comedy,Singleplayer,2D,Choices Matter,Detective,Point & Click,Sexual Content,Violent,Story Rich,Villain Protagonist,Great Soundtrack,Multiple Endings,Cats,+"
War Thunder - MiG-23ML Pack,"Massively Multiplayer,Simulation,Action,Free to Play,+"
Darkwood,"Horror,Survival Horror,Survival,Top-Down,Atmospheric,Dark,Open World,Indie,Singleplayer,Lovecraftian,Exploration,RPG,Adventure,Crafting,Action,Inventory Management,Psychological Horror,Gore,Building,Roguelike,+"
House Flipper - Pets DLC,"Simulation,Casual,Indie,Dog,Cats,Family Friendly,Cute,Realistic,Singleplayer,Addictive,First-Person,Base Building,Controller,Economy,Destruction,Great Soundtrack,Stylized,Atmospheric,Management,Sandbox,+"
Stronghold Legends: Steam Edition,"Real Time Tactics,City Builder,Colony Sim,Sandbox,Building,Economy,Management,Medieval,War,Military,Base Building,Real-Time,RTS,Strategy,Isometric,Historical,Open World,Simulation,Resource Management,Fantasy,+"
Software Inc.,"Early Access,Management,Immersive Sim,Building,Economy,Simulation,Capitalism,Sandbox,Game Development,Indie,Tutorial,Time Management,Character Customization,Software,Programming,Strategy,Automation,Moddable,3D,Procedural Generation,+"
X4: Tides of Avarice,"Action,Simulation,Space,Exploration,Singleplayer,Space Sim,Sci-fi,Strategy,Sandbox,First-Person,+"
鬼谷八荒 Tale of Immortal,"Tactical RPG,Management,Singleplayer,Mythology,Sandbox,Simulation,RPG,Choose Your Own Adventure,Dating Sim,Action,Adventure,Exploration,2D,Sexual Content,Fantasy,Action RPG,Action-Adventure,Hand-drawn,Story Rich,Strategy RPG,+"
Granny,"Horror,Survival Horror,Adventure,First-Person,Indie,Multiplayer,Singleplayer,Violent,Puzzle,Gore,Difficult,Survival,Action,Strategy,Dark,Sexual Content,Funny,Psychological Horror,+"
War Thunder - Su-39 Pack,"Action,Massively Multiplayer,Simulation,Free to Play,+"
WAVESHAPER,"Casual,Action,Indie,2D,Minimalist,Score Attack,Runner,Difficult,+"
Dota Underlords,"Free to Play,Strategy,Casual,Auto Battler,Multiplayer,Tactical,Turn-Based Tactics,Chess,Turn-Based,Mature,Competitive,Fantasy,Card Game,Board Game,Singleplayer,Deckbuilding,PvP,Co-op,Automation,MOBA,+"
Superliminal,"Puzzle,First-Person,Narration,Surreal,Physics,Psychological,Singleplayer,Thriller,Story Rich,Adventure,Funny,Exploration,Psychedelic,3D Vision,Puzzle Platformer,Minimalist,Cinematic,Dark Humor,Colorful,Stylized,+"
The Riftbreaker: Into The Dark,"Strategy,Action,Simulation,Indie,Adventure,RPG,+"
Rytmik Studio,"Utilities,Audio Production,Early Access,Music,Game Development,Indie,Software,+"
Hunt: Showdown – Frau Perchta,"Action,Gore,Violent,+"
Ash of Gods: Redemption,"Tactical,Dark Fantasy,Moddable,War,Lore-Rich,Story Rich,Singleplayer,Medieval,Class-Based,Choices Matter,RPG,Isometric,Magic,Fantasy,PvE,Strategy,Adventure,Multiple Endings,Turn-Based Tactics,Tactical RPG,+"
The Mortuary Assistant,"Horror,Supernatural,Demons,Mystery,Atmospheric,Surreal,Simulation,Adventure,Singleplayer,Indie,First-Person,Dark,Exploration,3D,Realistic,Thriller,Hidden Object,Female Protagonist,Medical Sim,Multiplayer,+"
Lumberjack's Dynasty,"Simulation,Building,Crafting,Open World,Multiplayer,Automobile Sim,Driving,First-Person,Singleplayer,Realistic,Nature,Relaxing,RPG,Exploration,Atmospheric,Family Friendly,Casual,Adventure,Early Access,Life Sim,+"
Cepheus Protocol,"Early Access,Survival,War,Military,Tanks,Base Building,Horror,Perma Death,Difficult,Real-Time,Open World,RTS,Strategy,Gore,Bullet Time,Zombies,Action,Simulation,Tactical,Adventure,+"
Little Nightmares II,"Horror,Adventure,Singleplayer,Puzzle,Dark,Atmospheric,Story Rich,Psychological Horror,Action-Adventure,Stealth,Puzzle Platformer,Indie,Platformer,Great Soundtrack,Multiplayer,2.5D,Thriller,Action,Violent,Co-op,+"
Vampire: The Masquerade - Bloodhunt,"Multiplayer,Battle Royale,Vampire,PvP,Third-Person Shooter,Combat,Survival,Shooter,Supernatural,Action,Realistic,Parkour,Free to Play,Third Person,3D,Dark,Stylized,Character Customization,Gothic,Tactical,+"
My Time at Sandrock,"Life Sim,Building,Sandbox,Farming Sim,Crafting,RPG,Multiplayer,Dating Sim,Open World,Character Customization,Mining,Post-apocalyptic,Simulation,Casual,Adventure,Female Protagonist,Singleplayer,Early Access,Cartoony,Indie,+"
Hotline Miami 2: Wrong Number,"Great Soundtrack,Gore,Pixel Graphics,Violent,Action,Fast-Paced,Difficult,Retro,Top-Down,1980s,Indie,Singleplayer,Atmospheric,Top-Down Shooter,Blood,2D,Shooter,Level Editor,Arcade,1990's,+"
Road Redemption,"Racing,Action,Motorbike,Indie,Multiplayer,Local Co-Op,Simulation,Adventure,Violent,Arcade,4 Player Local,Singleplayer,Local Multiplayer,Gore,Third Person,Roguelike,Funny,Roguelite,Sports,Shooter,+"
DUSK,"FPS,Retro,Shooter,Fast-Paced,Horror,Old School,First-Person,Lovecraftian,Great Soundtrack,1990's,Action,Dark Humor,Singleplayer,Classic,Atmospheric,Arena Shooter,Blood,Level Editor,PvP,Bullet Time,+"
Feed and Grow: Fish,"Simulation,Underwater,Survival,Multiplayer,Early Access,Action,Open World,Indie,Singleplayer,Adventure,Colorful,Fishing,Funny,Co-op,Sandbox,Cute,Strategy,Realistic,Atmospheric,Great Soundtrack,+"
RISK: Global Domination - Premium Mode,"Strategy,Free to Play,Casual,+"
Cities: Skylines - Hotels & Retreats,"Simulation,Strategy,+"
SpyParty,"Multiplayer,Strategy,Detective,Indie,Stealth,Early Access,Action,Simulation,Mystery,Competitive,Assassin,Social Deduction,Co-op,Sniper,Singleplayer,+"
VA-11 Hall-A: Cyberpunk Bartender Action,"Cyberpunk,Visual Novel,Pixel Graphics,Story Rich,Female Protagonist,Dystopian,LGBTQ+,Choices Matter,Point & Click,Casual,Simulation,Anime,Memes,Transhumanism,2D,Adventure,Life Sim,Funny,Cute,Sci-fi,+"
Smack Studio,"Character Customization,Local Multiplayer,2D Fighter,Design & Illustration,Sandbox,Pixel Graphics,2.5D,Multiplayer,Fighting,Level Editor,Automation,Software,Game Development,Early Access,Indie,Combat,Casual,PvP,2D Platformer,Co-op,+"
Rec Room,"Free to Play,VR,Multiplayer,Online Co-Op,Funny,Massively Multiplayer,First-Person,Casual,Adventure,Co-op,Sports,Sandbox,Family Friendly,Action,Simulation,Horror,Character Customization,3D,Action-Adventure,Singleplayer,+"
Crush Crush,"Sexual Content,Nudity,Free to Play,Dating Sim,Anime,Hentai,Mature,Clicker,Cute,Singleplayer,Romance,Casual,Visual Novel,Funny,Comedy,NSFW,Memes,Indie,Female Protagonist,Resource Management,+"
Five Nights at Freddy's: Sister Location,"Horror,Survival Horror,Singleplayer,Robots,First-Person,Dark,Difficult,Survival,Strategy,Indie,Story Rich,Mystery,Psychological Horror,Atmospheric,Simulation,Lore-Rich,Memes,Funny,Adventure,Gore,+"
Uncharted Waters Origin,"RPG,Simulation,Strategy,MMORPG,Turn-Based Strategy,Massively Multiplayer,Tactical RPG,Adventure,Online Co-Op,Turn-Based Tactics,Sailing,3D,Third Person,Management,Economy,Historical,Open World,PvE,PvP,Trading,+"
Euro Truck Simulator 2 - FH Tuning Pack,"Simulation,Indie,Multiplayer,Singleplayer,+"
Operation: Tango,"Online Co-Op,Co-op Campaign,Puzzle,Adventure,Casual,Wholesome,Family Friendly,Female Protagonist,Hacking,Multiplayer,Detective,Co-op,Investigation,Futuristic,Cyberpunk,3D,First-Person,Stylized,Colorful,Heist,+"
Settlement Survival,"City Builder,Building,Colony Sim,Survival,Management,Simulation,Sandbox,Exploration,Strategy,Resource Management,Indie,Base Building,Early Access,Agriculture,Medieval,Economy,3D,Colorful,Pixel Graphics,Hand-drawn,+"
Arma 3 Tanks,"Simulation,Strategy,Action,Military,Tanks,Singleplayer,+"
Rain World - Soundtrack,"Indie,Action,Adventure,Soundtrack,+"
Endzone - A World Apart: Prosperity,"Strategy,Indie,Simulation,+"
Muse Dash - Just as planned,"Casual,Indie,Action,Sexual Content,Music,Rhythm,Anime,Cute,Nudity,Hentai,Singleplayer,Great Soundtrack,NSFW,Female Protagonist,2D,+"
Full Void,"Puzzle Platformer,2D Platformer,Pixel Graphics,Adventure,Dystopian,Action,Indie,2D,Singleplayer,Platformer,Linear,Puzzle,Story Rich,Post-apocalyptic,Retro,+"
Starbound,"Open World Survival Craft,Sandbox,Survival,Adventure,Space,Crafting,Online Co-Op,Pixel Graphics,Multiplayer,Open World,Relaxing,Exploration,Indie,2D,Action,Building,Co-op,RPG,Atmospheric,Sci-fi,+"
Undisputed,"3D Fighter,3D,Third Person,Combat,Controller,Boxing,Fighting,Multiplayer,Sports,Realistic,Early Access,Singleplayer,Local Multiplayer,Action,eSports,Simulation,PvE,PvP,Character Customization,Immersive Sim,+"
Five Nights at Freddy's 3,"Horror,Singleplayer,Survival Horror,Robots,First-Person,Psychological Horror,Difficult,Indie,Survival,Strategy,Point & Click,Dark,Atmospheric,Mystery,Action,Simulation,3D Vision,Great Soundtrack,2D,Jump Scare,+"
SnowRunner - High Roller Pack,"Adventure,Simulation,Racing,+"
